Pin Designator,Net Name
1,scan_out_rf_p
2,scan_out_rf_r
3,scan_in_db1_p
4,scan_in_db1_r
5,scan_out_db1_p
6,scan_out_db1_r
7,scan_in_tb1_p
8,scan_in_tb1_r
9,scan_out_tb1_p
10,VSS
11,scan_out_tb1_r
12,scan_in_db2_p
13,scan_in_db2_r
14,scan_out_db2_p
15,scan_out_db2_r
16,scan_in_tb2_p
17,scan_in_tb2_r
18,scan_out_tb2_p
19,scan_out_tb2_r
20,VDD
21,
22,
23,
24,
25,
26,
27,
28,
29,
30,
31,
32,
